北京,116.395645,39.929986
石家庄,112.039968,35.119719
深圳,114.025974,22.546054
海口,110.330802,20.022071
成都,104.067923,30.679943
上海,121.487899,31.249162
佛山,113.134026,23.035095
大连,121.593478,38.94871
哈尔滨,126.657717,45.773225
威海,122.093958,37.528787
天津,117.210813,39.14393
南京,118.778074,32.057236
苏州,120.619907,31.317987
郑州,113.649644,34.75661
长沙,112.979353,28.213478
武汉,114.3162,30.581084
广州,113.30765,23.120049
厦门,118.103886,24.489231
济南,117.024967,36.682785
广东广州,113.30765,23.120049
福州,119.330221,26.047125
南宁,108.297234,22.806493
无锡,120.305456,31.570037
珠海,113.562447,22.256915
杭州,120.219375,30.259244
漳州,117.676205,24.517065
宁波,121.579006,29.885259
常州,119.981861,31.771397
济宁,116.600798,35.402122
昆明,102.714601,25.049153
西宁,101.767921,36.640739
温州,120.690635,28.002838
吉林,126.564544,43.871988
青岛,120.384428,36.105215
兰州,103.823305,36.064226
淮安,119.030186,33.606513
琼海,110.414359,19.21483
乌鲁木齐,87.564988,43.84038
绵阳,104.705519,31.504701
金华,119.652576,29.102899
保定,115.49481,38.886565
沈阳,123.432791,41.808645
东莞,113.763434,23.043024
涿州,115.999054,39.482482
咸阳,108.707509,34.345373
北戴河,119.479321,39.854293
常熟,120.831486,31.669446
重庆,106.530635,29.544606
广东,113.394818,23.408004
古城,100.328596,26.8593
三亚,109.522771,18.257776
南昌,115.893528,28.689578
合肥,117.282699,31.866942
广东东莞,113.763434,23.043024
北京市,116.395645,39.929986
太原,112.550864,37.890277
香港,114.186124,22.293586
长春,125.313642,43.898338
临沂,118.340768,35.072409
乐山,103.760824,29.600958
开封,114.351642,34.801854
徐州,117.188107,34.271553
贵州,106.734996,26.902826
北海,109.122628,21.472718
邓州,112.056861,32.68465
张家口,114.893782,40.811188
唐山,118.183451,39.650531
河南,113.486804,34.157184
湖北,112.410562,31.209316
江西,115.676082,27.757258
贺州,111.552594,24.411054
洛阳,112.447525,34.657368
北京,91.111891,29.662557
抚顺,123.92982,41.877304
德阳,104.402398,31.13114
眉山,103.84143,30.061115
鞍山,123.007763,41.118744
湛江市,110.365067,21.257463
贵阳,106.709177,26.629907
娄底,111.996396,27.741073
邵阳,111.461525,27.236811
黄冈,114.906618,30.446109
湛江,110.365067,21.257463
江门,113.078125,22.575117
台州,121.440613,28.668283
烟台,121.309555,37.536562
南阳,110.752982,35.059257
榆林,109.745926,38.279439
桂林,110.26092,25.262901
广西,108.924274,23.552255
张家港,120.627279,31.907812
濮阳,115.026627,35.753298
岳阳,113.146196,29.378007
安康,109.038045,32.70437
九江,115.999848,29.71964
中国,104.114129,37.550339
河北,111.875819,35.248356
汉中,107.045478,33.081569
荆门,112.21733,31.042611
泉州,118.600362,24.901652
宝山,131.564836,46.529228
安庆,117.058739,30.537898
廊坊,116.703602,39.518611
镇江,119.455835,32.204409
江苏,119.368489,33.013797
兴义,104.857837,25.002544
汕尾,115.372924,22.778731
新密,113.439854,34.514075
辽阳,123.172451,41.273339
济南,110.26092,25.262901
佳木斯,130.284735,46.81378
浙江,119.957202,29.159494
安徽,117.216005,31.859252
承德,117.933822,40.992521
黑龙江,128.047414,47.356592
南通,120.873801,32.014665
鹤壁,114.29777,35.755426
绍兴,120.592467,30.002365
临海,121.221919,28.857389
安徽合肥,117.282699,31.866942
福清,119.377547,25.638121
朝阳区,116.521695,39.958953
汕头,116.72865,23.383908
平顶山,113.300849,33.745301
揭阳,116.379501,23.547999
泸州,105.44397,28.89593
大庆,125.02184,46.596709
葫芦岛,120.860758,40.74303
柳州,109.422402,24.329053
大兴安岭,124.196104,51.991789
内蒙古,114.415868,43.468238
青海,96.202544,35.499761
福建,117.984943,26.050118
嘉兴,120.760428,30.773992
湘潭,112.935556,27.835095
永州,111.614648,26.435972
承德市,117.933822,40.992521
莆田,119.077731,25.44845
赣州,114.935909,25.845296
辽宁,122.753592,41.6216
曲靖,103.782539,25.520758
衡阳,112.583819,26.898164
山东,118.527663,36.09929
大同市,113.290509,40.113744
大庆市,125.02184,46.596709
泰州,119.919606,32.476053
宜宾,104.633019,28.769675
乐山市,103.760824,29.600958
长春,121.593478,38.94871
温州,112.039968,35.119719
拉萨,91.111891,29.662557
重庆市,106.530635,29.544606
蚌埠,117.35708,32.929499
沧州,116.863806,38.297615
浦东新区,121.638481,31.230895
鹤岗,130.292472,47.338666
雅安,103.009356,29.999716
邯郸,114.482694,36.609308
银川,106.206479,38.502621
嘉善县,120.908873,30.905748
中山市,113.42206,22.545178
重庆,119.996418,32.961954
偃师,112.734822,34.630802
首尔,120.219375,30.259244
北京　,116.395645,39.929986
湘西,109.745746,28.317951
遂宁,105.564888,30.557491
武威,102.640147,37.933172
株洲,113.131695,27.827433
潍坊,119.142634,36.716115
宜昌市,111.310981,30.732758
惠州,114.410658,23.11354
成都,113.30765,23.120049
咸宁,114.300061,29.880657
芜湖市,118.384108,31.36602
景德镇,117.186523,29.303563
云南,101.592952,24.864213
淄博,118.059134,36.804685
河池,108.069948,24.699521
渭南,109.483933,34.502358
海淀区,116.239678,40.033162
阿里,81.107669,30.404557
延安,109.50051,36.60332
宝鸡,107.170645,34.364081
郴州,113.037704,25.782264
鹿城,120.565799,28.067865
丽水,119.929576,28.4563
贵州贵阳,106.709177,26.629907
赤峰,118.930761,42.297112
广元,105.819687,32.44104
德州,116.328161,37.460826
赤水市,105.920513,28.493334
保定市,115.49481,38.886565
临沂市,118.340768,35.072409
丽江,100.229628,26.875351
北京,104.067923,30.679943
赤峰市,118.930761,42.297112
漠河,122.715721,52.945659
南充,106.105554,30.800965
阳春市,111.694449,22.223898
通辽市,122.260363,43.633756
扬州,119.427778,32.408505
渝北区,106.753799,29.816264
丹东,124.338543,40.129023
温岭,121.421046,28.400554
杭州市,120.219375,30.259244
淄博,104.067923,30.679943
深圳,116.395645,39.929986
芜湖,118.384108,31.36602
黄山市,118.29357,29.734435
襄阳,112.250093,32.229169
吉安市,114.992039,27.113848
